Year,Month,Year_Month,Estate,Green leaves/Kg,kVA,KWhr,Power_Cost,cum,Fuel_Cost,Labour days,Prouction/Kg,Output_power,Output_fuel,Region,Efficiency_1,Efficiency_2,efficiency_factor
2018,May,2018-05,Kiruwanaganga,325606,172,66180,962487,408,594517,3148,65733,0.993245694,161.1102941,Low grown,Unsatisfied,Unsatisfied,Low
2018,Jun,2018-06,Dessford,189759,157,40829,615030,272,612241,1522,39425,0.965612677,144.9448529,High Grown,Unsatisfied,Unsatisfied,Low
2018,Jun,2018-06,Somerset,217138,135,22626,312670,202,473742,1887,43827,1.937019358,216.9653465,High Grown,Satisfied,Satisfied,High
2018,Jun,2018-06,Great_Weston,173173,131,34802,592247,190,517639,1649,35448,1.018562152,186.5684211,High Grown,Unsatisfied,Unsatisfied,Low
2018,Jun,2018-06,Mattakkelle,139952,124,28373,508563,214,527442,1127,28367,0.999788531,132.5560748,High Grown,Unsatisfied,Unsatisfied,Low
2018,Jun,2018-06,Radella,28148,47,14175,227020,105,311533,642,7656,0.54010582,72.91428571,High Grown,Unsatisfied,Unsatisfied,Low
2018,Jun,2018-06,Bearwell,187233,224,26637,546761,212,646888,1607,41003,1.539324999,193.4103774,High Grown,Satisfied,Unsatisfied,Moderate
2018,Jun,2018-06,Holyrood,142954,143,27097,358631,204,485016,1187,28500,1.051776949,139.7058824,High Grown,Unsatisfied,Unsatisfied,Low
2018,Jun,2018-06,Wattegoda,121781,110,22481,387989,154,464057,822,28068,1.248520973,182.2597403,High Grown,Satisfied,Unsatisfied,Moderate
2018,Jun,2018-06,Moragalla,126949,131,25977,434529,117,180658,1238,25603,0.985602648,218.8290598,Low grown,Unsatisfied,Satisfied,Moderate
2018,Jun,2018-06,Deniyaya,174057,104,40825,591522,150,244338,1921,36243,0.88776485,241.62,Low grown,Unsatisfied,Satisfied,Moderate
2018,Jun,2018-06,Kiruwanaganga,245582,152,54260,815692,313,497638,2607,49198,0.906708441,157.1821086,Low grown,Unsatisfied,Unsatisfied,Low
2018,Jul,2018-07,Dessford,82770,159,22505,379023,151,331801,778,17868,0.793956898,118.3311258,High Grown,Unsatisfied,Unsatisfied,Low
2018,Jul,2018-07,Somerset,113634,118,13620,549008,124,311160,1117,25160,1.847283407,202.9032258,High Grown,Satisfied,Satisfied,High
2018,Jul,2018-07,Great_Weston,148511,122,28710,509745,176,451299,1286,31122,1.084012539,176.8295455,High Grown,Unsatisfied,Unsatisfied,Low
2018,Jul,2018-07,Mattakkelle,144316,120,29205,454706,193,575931,1177,32661,1.118335901,169.2279793,High Grown,Unsatisfied,Unsatisfied,Low
2018,Jul,2018-07,Radella,37843,55,20193,521224,77,219410,656,9850,0.487792799,127.9220779,High Grown,Unsatisfied,Unsatisfied,Low
2018,Jul,2018-07,Bearwell,121489,107,15210,542929,133,377119,955,26328,1.730966469,197.9548872,High Grown,Satisfied,Unsatisfied,Moderate
2018,Jul,2018-07,Holyrood,7779,70,1589,501354,13,33227,305,1591,1.001258653,122.3846154,High Grown,Unsatisfied,Unsatisfied,Low
2018,Jul,2018-07,Wattegoda,151023,110,26009,446765,160,453808,1073,35943,1.381944711,224.64375,High Grown,Satisfied,Satisfied,High
2018,Jul,2018-07,Moragalla,116561,162,22004,445496,128,209725,1149,24524,1.114524632,191.59375,Low grown,Unsatisfied,Unsatisfied,Low
2018,Jul,2018-07,Deniyaya,191843,103,41328,601834,145,249760,1938,41357,1.000701703,285.2206897,Low grown,Unsatisfied,Satisfied,Moderate
2018,Jul,2018-07,Kiruwanaganga,262151,142,54780,803613,320,439776,2767,56003,1.022325666,175.009375,Low grown,Unsatisfied,Unsatisfied,Low
2018,Aug,2018-08,Dessford,99966,142,20386,488589,167,385338,887,20751,1.017904444,124.257485,High Grown,Unsatisfied,Unsatisfied,Low
2018,Aug,2018-08,Somerset,177222,126,20478,564765,185,455721,1649,36849,1.799443305,199.1837838,High Grown,Satisfied,Unsatisfied,Moderate
2018,Aug,2018-08,Great_Weston,183495,146,36032,617632,250,564720,1577,38943,1.080789298,155.772,High Grown,Unsatisfied,Unsatisfied,Low
2018,Aug,2018-08,Mattakkelle,200741,163,31617,691971,263,718146,2042,40726,1.288104501,154.851711,High Grown,Satisfied,Unsatisfied,Moderate
2018,Aug,2018-08,Radella,57692,111,25442,604000,149,325729,877,14623,0.574758274,98.1409396,High Grown,Unsatisfied,Unsatisfied,Low
2018,Aug,2018-08,Bearwell,178679,111,21678,327337,209,534223,1075,37296,1.720453916,178.4497608,High Grown,Satisfied,Unsatisfied,Moderate
2018,Aug,2018-08,Holyrood,82408,116,17542,430071,123,346782,865,16600,0.946300308,134.9593496,High Grown,Unsatisfied,Unsatisfied,Low
2018,Aug,2018-08,Wattegoda,150702,108,25909,423417,150,436612,1101,34581,1.334709946,230.54,High Grown,Satisfied,Satisfied,High
2018,Aug,2018-08,Moragalla,117570,169,23712,474194,126,205774,1114,24062,1.014760459,190.968254,Low grown,Unsatisfied,Unsatisfied,Low
2018,Aug,2018-08,Deniyaya,176543,110,39715,602880,157,232978,1778,38578,0.971371019,245.7197452,Low grown,Unsatisfied,Satisfied,Moderate
2018,Aug,2018-08,Kiruwanaganga,245901,159,51790,796103,293,418252,2559,53262,1.028422475,181.78157,Low grown,Unsatisfied,Unsatisfied,Low
2018,Sep,2018-09,Dessford,80220,150,19548,316706,129,335824.2,738,16822,0.860548394,130.4031008,High Grown,Unsatisfied,Unsatisfied,Low
2018,Sep,2018-09,Somerset,191535,127,21909,514805,192,662329.9,1488,43426,1.98210781,226.1770833,High Grown,Satisfied,Satisfied,Moderate
2018,Sep,2018-09,Great_Weston,224838,150,38349,610916,255,628040.4,1572,50129,1.307178805,196.5843137,High Grown,Satisfied,Unsatisfied,High
2018,Sep,2018-09,Mattakkelle,183576,159,36794,591034,244,696658.5,1659,42660,1.159428168,174.8360656,High Grown,Unsatisfied,Unsatisfied,Moderate
2018,Sep,2018-09,Radella,60612,40,26773,484564,145,446160.1,796,16052,0.599559257,110.7034483,High Grown,Unsatisfied,Unsatisfied,Low
2018,Sep,2018-09,Bearwell,164134,115,22889,474632,185,550748.5,847,39060,1.70649657,211.1351351,High Grown,Satisfied,Satisfied,Moderate
2018,Sep,2018-09,Holyrood,30580,125,5111,217629,45,110499,459,6515,1.274701624,144.7777778,High Grown,Satisfied,Unsatisfied,Moderate
2018,Sep,2018-09,Wattegoda,193605,106,31406,478951,213,577967.6,1150,51228,1.511208049,240.5070423,High Grown,Satisfied,Satisfied,High
2018,Sep,2018-09,Moragalla,69323,108,17279,461535,85,152087.5,915,12948,0.842525609,152.3294118,Low grown,Unsatisfied,Unsatisfied,Low
2018,Sep,2018-09,Deniyaya,147129,109,35282,523050,150,248265,1717,35065,0.903038377,233.7666667,Low grown,Unsatisfied,Satisfied,Low
2018,Sep,2018-09,Kiruwanaganga,204835,150,45920,733150,237,343784,2090,44171,0.961912021,186.3755274,Low grown,Unsatisfied,Unsatisfied,Moderate
2018,Oct,2018-10,Dessford,295087,157,61671,750000,421,1009494.2,2118,61829,1.002561982,146.8622328,High Grown,Unsatisfied,Unsatisfied,Low
2018,Oct,2018-10,Somerset,397138,163,33849,785122,339,937401.4,2807,86809,2.564595704,256.0737463,High Grown,Satisfied,Satisfied,High
2018,Oct,2018-10,Great_Weston,355125,165,49033,838265,426,1049833.7,2541,75238,1.534435992,176.6150235,High Grown,Satisfied,Unsatisfied,Moderate
2018,Oct,2018-10,Mattakkelle,308200,156,38483,687000,348,1019377.5,2792,66355,1.724267859,190.6752874,High Grown,Satisfied,Unsatisfied,Moderate
2018,Oct,2018-10,Radella,68446,86,29338,227678,117,481475.4,879,17654,0.601745177,150.8888889,High Grown,Unsatisfied,Unsatisfied,Low
2018,Oct,2018-10,Bearwell,304563,128,40204,578068,369,1003018.9,1424,70789,1.760745199,191.8401084,High Grown,Satisfied,Unsatisfied,Moderate
2018,Oct,2018-10,Holyrood,233617,136,39656,606881,307,823454.2,1617,51546,1.299828525,167.9022801,High Grown,Satisfied,Unsatisfied,Moderate
2018,Oct,2018-10,Wattegoda,224105,112,36761,556016,248,648575.5,1626,53485,1.454938658,215.6653226,High Grown,Satisfied,Satisfied,High
2018,Oct,2018-10,Moragalla,123526,143,24413,268015,152,296820.2,1215,24424,1.00045058,160.6842105,Low grown,Unsatisfied,Unsatisfied,Low
2018,Oct,2018-10,Deniyaya,251055,134,51707,637911,263,420051.8,2227,53134,1.027597811,202.0304183,Low grown,Unsatisfied,Satisfied,Moderate
2018,Oct,2018-10,Kiruwanaganga,392129,183,69880,798989,522,658193.5,3094,79274,1.134430452,151.8659004,Low grown,Unsatisfied,Unsatisfied,Low
2018,Nov,2018-11,Dessford,142689,145,32135,563616,163,434129,1281,33238,1.034323946,203.9141104,High Grown,Unsatisfied,Satisfied,Moderate
2018,Nov,2018-11,Somerset,207474,155,22455,522855,207,540173,1684,46680,2.078824315,225.5072464,High Grown,Satisfied,Satisfied,High
2018,Nov,2018-11,Great_Weston,223711,131,36847,697919,251,687147,1441,50526,1.371237821,201.2988048,High Grown,Satisfied,Satisfied,High
2018,Nov,2018-11,Mattakkelle,120501,130,29090,447589,147,449075,732,25675,0.882605706,174.6598639,High Grown,Unsatisfied,Unsatisfied,Low
2018,Nov,2018-11,Radella,57219,52,25757,433590,113,336444,842,15460,0.600225182,136.8141593,High Grown,Unsatisfied,Unsatisfied,Low
2018,Nov,2018-11,Bearwell,140746,117,17582,510502,199,603949,1043,32648,1.856899101,164.0603015,High Grown,Satisfied,Unsatisfied,Moderate
2018,Nov,2018-11,Holyrood,115154,127,26988,471988,209,551615,1134,25363,0.939788054,121.354067,High Grown,Unsatisfied,Unsatisfied,Low
2018,Nov,2018-11,Wattegoda,179931,114,29334,568473,208,562033,1192,43784,1.492602441,210.5,High Grown,Satisfied,Satisfied,High
2018,Nov,2018-11,Moragalla,112955,94,25517,435444,129,212087,1296,23206,0.909432927,179.8914729,Low grown,Unsatisfied,Unsatisfied,Low
2018,Nov,2018-11,Deniyaya,204299,105,46416,614129,243,395184,2086,43028,0.927007928,177.0699588,Low grown,Unsatisfied,Unsatisfied,Low
2018,Nov,2018-11,Kiruwanaganga,313061,183,71680,1091876,370,455214,3117,65077,0.907882254,175.8837838,Low grown,Unsatisfied,Unsatisfied,Low
2018,Dec,2018-12,Dessford,282626,179,48738,852549,247,716892,1804,62583,1.284069925,253.3724696,High Grown,Satisfied,Satisfied,High
2018,Dec,2018-12,Somerset,309927,163,35333,623883,242,802072,2204,68305,1.933178615,282.2520661,High Grown,Satisfied,Satisfied,High
2018,Dec,2018-12,Great_Weston,306294,168,47178,724224,294,749383,2250,70369,1.491563865,239.3503401,High Grown,Satisfied,Satisfied,High
2018,Dec,2018-12,Mattakkelle,217501,160,34228,602899,198,570345,1966,46510,1.358829029,234.8989899,High Grown,Satisfied,Satisfied,High
2018,Dec,2018-12,Radella,92849,135,29725,791770,158,683595,746,24925,0.838519765,157.7531646,High Grown,Unsatisfied,Unsatisfied,Low
2018,Dec,2018-12,Bearwell,256616,136,38987,641553,302,813530,1358,57705,1.480108754,191.0761589,High Grown,Satisfied,Unsatisfied,Moderate
2018,Dec,2018-12,Holyrood,174853,148,35883,453865,285,749029,1266,39647,1.104896469,139.1122807,High Grown,Unsatisfied,Unsatisfied,Low
2018,Dec,2018-12,Wattegoda,195535,137,28577,522072,200,501362,1296,47439,1.660041292,237.195,High Grown,Satisfied,Satisfied,High
2018,Dec,2018-12,Moragalla,118470,178,25470,394679,122,230882,1261,24302,0.954142128,199.1967213,Low grown,Unsatisfied,Unsatisfied,Low
2018,Dec,2018-12,Deniyaya,208431,125,45063,794220,240,391581,1853,45858,1.017641968,191.075,Low grown,Unsatisfied,Unsatisfied,Low
2018,Dec,2018-12,Kiruwanaganga,36142,168,71810,1263140,429,575735,3327,73051,1.017281716,170.2820513,Low grown,Unsatisfied,Unsatisfied,Low
2019,Jan,2019-01,Dessford,232008,151,40865,736321,215,585649,1528,56048,1.371540438,260.6883721,High Grown,Satisfied,Satisfied,High
2019,Jan,2019-01,Somerset,259704,150,46115,677760,257,680625,1970,64556,1.399891575,251.1906615,High Grown,Satisfied,Satisfied,High
2019,Jan,2019-01,Great_Weston,267261,148,42262,673938,233,678446,2410,62270,1.473427666,267.2532189,High Grown,Satisfied,Satisfied,High
2019,Jan,2019-01,Mattakkelle,177842,170,36645,686200,187,548922,1814,41293,1.126838586,220.8181818,High Grown,Unsatisfied,Satisfied,Moderate
2019,Jan,2019-01,Radella,40714,118,18576,705545,81,343662,833,12636,0.680232558,156,High Grown,Unsatisfied,Unsatisfied,Low
2019,Jan,2019-01,Bearwell,163572,112,32069,438193,191,576016,945,42721,1.332158783,223.6701571,High Grown,Satisfied,Satisfied,High
2019,Jan,2019-01,Holyrood,171544,135,35050,697147,304,778832,1208,40352,1.151269615,132.7368421,High Grown,Unsatisfied,Unsatisfied,Low
2019,Jan,2019-01,Wattegoda,210152,126,32043,513211,190,510818,1618,53289,1.663046531,280.4684211,High Grown,Satisfied,Satisfied,High
2019,Jan,2019-01,Moragalla,109199,85,25386,553948,109,242491,1202,22977,0.905105176,210.7981651,Low grown,Unsatisfied,Satisfied,Moderate
2019,Jan,2019-01,Deniyaya,35609,114,39751,651688,182,283048,1431,35609,0.895801363,195.6538462,Low grown,Unsatisfied,Unsatisfied,Low
2019,Jan,2019-01,Kiruwanaganga,304541,166,66700,996554,351,535906,3291,64850,0.972263868,184.7578348,Low grown,Unsatisfied,Unsatisfied,Low
2019,Feb,2019-01,Dessford,189593,155,37585,442689,179,461595,1411,43531,1.15820141,243.1899441,High Grown,Unsatisfied,Satisfied,Moderate
2019,Feb,2019-02,Somerset,181306,143,33456,785197,224,612539,1640,42552,1.271879484,189.9642857,High Grown,Satisfied,Unsatisfied,Moderate
2019,Feb,2019-02,Great_Weston,236839,121,36307,555535,230,741032,1959,54513,1.501446002,237.0130435,High Grown,Satisfied,Satisfied,High
2019,Feb,2019-02,Mattakkelle,192441,160,35236,542003,183,205459,1611,43906,1.246055171,239.9234973,High Grown,Satisfied,Satisfied,High
2019,Feb,2019-02,Radella,69542,116,23200,513884,125,398314,928,18818,0.81112069,150.544,High Grown,Unsatisfied,Unsatisfied,Low
2019,Feb,2019-02,Bearwell,215851,125,35340,484286,204,701857,1615,52549,1.486955291,257.5931373,High Grown,Satisfied,Satisfied,High
2019,Feb,2019-02,Holyrood,171544,124,24683,511051,226,629708,1188,28785,1.166187254,127.3672566,High Grown,Unsatisfied,Unsatisfied,Low
2019,Feb,2019-02,Wattegoda,191552,118,29638,501393,209,605203,1730,48316,1.630204467,231.1770335,High Grown,Satisfied,Satisfied,High
2019,Feb,2019-02,Moragalla,95693,66,14329,286272,95,198161,1009,20289,1.415939703,213.5684211,Low grown,Satisfied,Satisfied,High
2019,Feb,2019-02,Deniyaya,178433,96,39751,549466,182,297117,1638,39195,0.98601293,215.3571429,Low grown,Unsatisfied,Satisfied,Moderate
2019,Feb,2019-02,Kiruwanaganga,282989,157,60480,809150,310,427136,2533,60032,0.992592593,193.6516129,Low grown,Unsatisfied,Unsatisfied,Low
2019,Mar,2019-03,Dessford,241759,159,43180,749419,214,593352,1802,55593,1.287471051,259.7803738,High Grown,Satisfied,Satisfied,High
2019,Mar,2019-03,Somerset,179977,143,32981,517040,137,477734,1596,44789,1.358024317,326.9270073,High Grown,Satisfied,Satisfied,High
2019,Mar,2019-03,Great_Weston,183571,124,32095,527162,184,536702,1908,43607,1.358685153,236.9945652,High Grown,Satisfied,Satisfied,High
2019,Mar,2019-03,Mattakkelle,155264,155,32580,571962,147,431460,1305,38378,1.17796194,261.0748299,High Grown,Unsatisfied,Satisfied,Moderate
2019,Mar,2019-03,Radella,78894,106,26800,330947,118,389946,777,21333,0.796007463,180.7881356,High Grown,Unsatisfied,Unsatisfied,Low
2019,Mar,2019-03,Bearwell,187456,122,32689,599468,190,662682,1659,47354,1.448621861,249.2315789,High Grown,Satisfied,Satisfied,High
2019,Mar,2019-03,Holyrood,46684,128,12339,481739,73,203286,658,11891,0.963692358,162.890411,High Grown,Unsatisfied,Unsatisfied,Low
2019,Mar,2019-03,Wattegoda,143282,123,24212,374841,115,307238,1496,38861,1.605030563,337.9217391,High Grown,Satisfied,Satisfied,High
2019,Mar,2019-03,Moragalla,116639,127,20175,349299,118,284919,1202,24558,1.217249071,208.1186441,Low grown,Satisfied,Satisfied,High
2019,Mar,2019-03,Deniyaya,190743,106,39096,624635,214,380413,1877,41395,1.05880397,193.4345794,Low grown,Unsatisfied,Unsatisfied,Low
2019,Mar,2019-03,Kiruwanaganga,318297,155,70230,1016444,368,507064,4095,65209,0.928506336,177.1983696,Low grown,Unsatisfied,Unsatisfied,Low
2019,Apr,2019-04,Dessford,168027,155,35376,456579,149,383451,1173,35608,1.006558118,238.9798658,High Grown,Unsatisfied,Satisfied,Moderate
2019,Apr,2019-04,Somerset,142221,149,32716,0,103,0,1140,33271,1.016964177,323.0194175,High Grown,Unsatisfied,Satisfied,Moderate
2019,Apr,2019-04,Great_Weston,189495,120,28703,527775,217,702496,1598,43715,1.523011532,201.4516129,High Grown,Satisfied,Satisfied,High
2019,Apr,2019-04,Mattakkelle,170062,133,28405,468629,168,449781,1387,39877,1.403872558,237.3630952,High Grown,Satisfied,Satisfied,High
2019,Apr,2019-04,Radella,53229,124,10295,510209,77,347570,733,15703,1.525303545,203.9350649,High Grown,Satisfied,Satisfied,High
2019,Apr,2019-04,Bearwell,160095,119,26219,529533,182,631153,1777,41671,1.589343606,228.9615385,High Grown,Satisfied,Satisfied,High
2019,Apr,2019-04,Holyrood,0,18,3868,0,0,0,291,3,0.000775595,#DIV/0!,High Grown,Unsatisfied,#DIV/0!,Low
2019,Apr,2019-04,Wattegoda,128300,121,19654,393073,136,345507,1001,33419,1.700366338,245.7279412,High Grown,Satisfied,Satisfied,High
2019,Apr,2019-04,Moragalla,84503,71,14640,415834,85,193269,885,17801,1.215915301,209.4235294,Low grown,Satisfied,Satisfied,High
2019,Apr,2019-04,Deniyaya,229440,122,41529,580216,239,456691,1525,48546,1.168966265,203.1213389,Low grown,Unsatisfied,Satisfied,Moderate
2019,Apr,2019-04,Kiruwanaganga,321855,176,60170,931323,367,531354,2693,68305,1.135200266,186.1171662,Low grown,Unsatisfied,Unsatisfied,Low
2019,May,2019-05,Dessford,368894,164,62046,729058,321,779294,2202,78646,1.267543436,245.0031153,High Grown,Satisfied,Satisfied,High
2019,May,2019-05,Somerset,433095,150,53053,925778,299,794340,2904,98632,1.85912201,329.8729097,High Grown,Satisfied,Satisfied,High
2019,May,2019-05,Great_Weston,499732,160,57084,999943,496,1110425,3174,114673,2.008846612,231.1955645,High Grown,Satisfied,Satisfied,High
2019,May,2019-05,Mattakkelle,326244,160,50230,816517,317,818829,2355,75023,1.493589488,236.6656151,High Grown,Satisfied,Satisfied,High
2019,May,2019-05,Radella,93693,154,31041,507118,122,300659,983,25214,0.812280532,206.6721311,High Grown,Unsatisfied,Satisfied,Moderate
2019,May,2019-05,Bearwell,375518,131,49932,887682,311,813283,2774,90208,1.806616999,290.0578778,High Grown,Satisfied,Satisfied,High
2019,May,2019-05,Holyrood,310811,150,50116,478612,355,783123,2183,69739,1.3915516,196.4478873,High Grown,Satisfied,Unsatisfied,Moderate
2019,May,2019-05,Wattegoda,345759,121,46407,672322,261,715492,2208,84444,1.819639279,323.5402299,High Grown,Satisfied,Satisfied,High
2019,May,2019-05,Moragalla,146233,79,24448,288515,145,200328,1366,30196,1.235111257,208.2482759,Low grown,Satisfied,Satisfied,High
2019,May,2019-05,Deniyaya,290371,140,53994,624828,307,468771,2245,63854,1.182612883,207.9934853,Low grown,Unsatisfied,Satisfied,Moderate
2019,May,2019-05,Kiruwanaganga,340527,170,71290,915672,379,554636,3143,73439,1.03014448,193.7704485,Low grown,Unsatisfied,Unsatisfied,Low
2019,Jun,2019-06,Dessford,218372,164,45883,896727,214,525995,1602,48732,1.062092714,227.7196262,High Grown,Unsatisfied,Satisfied,Moderate
2019,Jun,2019-06,Somerset,286982,150,53053,408742,303,614550,2233,65863,1.241456657,217.369637,High Grown,Satisfied,Satisfied,High
2019,Jun,2019-06,Great_Weston,239069,165,39726,467699,267,649993,2287,52847,1.330287469,197.928839,High Grown,Satisfied,Unsatisfied,Moderate
2019,Jun,2019-06,Mattakkelle,199192,140,30065,456377,241,665364,1779,42799,1.423548977,177.5892116,High Grown,Satisfied,Unsatisfied,Moderate
2019,Jun,2019-06,Radella,60626,207,28060,634655,97,278495,1206,16369,0.583357092,168.7525773,High Grown,Unsatisfied,Unsatisfied,Low
2019,Jun,2019-06,Bearwell,253198,125,40071,144874,269,605641,1794,59414,1.482718175,220.8698885,High Grown,Satisfied,Satisfied,High
2019,Jun,2019-06,Holyrood,218867,138,43093,646877,301,803664,2004,48334,1.121620681,160.5780731,High Grown,Unsatisfied,Unsatisfied,Low
2019,Jun,2019-06,Wattegoda,168507,121,28635,383711,120,403221,1426,40958,1.430347477,341.3166667,High Grown,Satisfied,Satisfied,High
2019,Jun,2019-06,Moragalla,133537,80,23759,425700,129,241882,1400,27202,1.144913506,210.8682171,Low grown,Unsatisfied,Satisfied,Moderate
2019,Jun,2019-06,Deniyaya,264227,117,49511,823139,302,403886,2224,55624,1.123467512,184.1854305,Low grown,Unsatisfied,Unsatisfied,Low
2019,Jun,2019-06,Kiruwanaganga,344512,162,70260,935530,365,550011,3435,72964,1.038485625,199.9013699,Low grown,Unsatisfied,Unsatisfied,Low
2019,Jul,2019-07,Dessford,207138,149,44025,806605,211,461553,1616,48882,1.11032368,231.6682464,High Grown,Unsatisfied,Satisfied,Moderate
2019,Jul,2019-07,Somerset,273381,150,45625,865757,255,603455,2050,59646,1.307309589,233.9058824,High Grown,Satisfied,Satisfied,High
2019,Jul,2019-07,Great_Weston,331433,152,48258,864829,358,810156,2433,72515,1.50265241,202.5558659,High Grown,Satisfied,Satisfied,High
2019,Jul,2019-07,Mattakkelle,220150,150,35142,744898,265,624633,1632,48403,1.377354732,182.6528302,High Grown,Satisfied,Unsatisfied,Moderate
2019,Jul,2019-07,Radella,90074,104,17994,298562,159,501845,1205,23651,1.314382572,148.7484277,High Grown,Satisfied,Unsatisfied,Moderate
2019,Jul,2019-07,Bearwell,240326,119,35455,624153,285,708779,1386,57771,1.629417572,202.7052632,High Grown,Satisfied,Satisfied,High
2019,Jul,2019-07,Holyrood,250195,148,46599,763919,424,1012842,2021,55254,1.185733599,130.3160377,High Grown,Unsatisfied,Unsatisfied,Low
2019,Jul,2019-07,Wattegoda,189456,118,30633,465436,181,510198,1181,45511,1.485685372,251.441989,High Grown,Satisfied,Satisfied,High
2019,Jul,2019-07,Moragalla,126170,75,23961,418431,129,261311,1552,25935,1.082383874,201.0465116,Low grown,Unsatisfied,Satisfied,Moderate
2019,Jul,2019-07,Deniyaya,267022,120,49825,741514,293,419473,2375,57681,1.157671851,196.8634812,Low grown,Unsatisfied,Unsatisfied,Low
2019,Jul,2019-07,Kiruwanaganga,314943,162,58240,1047502,351,526710,1750,66769,1.146445742,190.2250712,Low grown,Unsatisfied,Unsatisfied,Low
2019,Aug,2019-08,Dessford,166556,144,26087,518956,169,405032,1075,35132,1.346724422,207.8816568,High Grown,Satisfied,Satisfied,High
2019,Aug,2019-08,Somerset,237438,149,36867,581554,177,488736,1561,51859,1.406650934,292.9887006,High Grown,Satisfied,Satisfied,High
2019,Aug,2019-08,Great_Weston,245891,119,38558,511076,282,598179,2002,54145,1.404248146,192.0035461,High Grown,Satisfied,Unsatisfied,Moderate
2019,Aug,2019-08,Mattakkelle,212913,146,34876,488997,247,630347,1521,45439,1.302873036,183.9635628,High Grown,Satisfied,Unsatisfied,Moderate
2019,Aug,2019-08,Radella,72199,0,31250,438821,151,396398,912,18582,0.594624,123.0596026,High Grown,Unsatisfied,Unsatisfied,Low
2019,Aug,2019-08,Bearwell,211670,121,33808,489395,292,596221,1610,49555,1.465777331,169.7089041,High Grown,Satisfied,Unsatisfied,Moderate
2019,Aug,2019-08,Holyrood,229574,133,45565,640997,336,785759,1923,50394,1.105980467,149.9821429,High Grown,Unsatisfied,Unsatisfied,Low
2019,Aug,2019-08,Wattegoda,224828,112,35991,512596,247,675633,1196,49655,1.379650468,201.0323887,High Grown,Satisfied,Satisfied,High
2019,Aug,2019-08,Moragalla,138436,75,26424,406539,157,317465,1561,28049,1.061497124,178.656051,Low grown,Unsatisfied,Unsatisfied,Low
2019,Aug,2019-08,Deniyaya,282836,111,50212,711662,298,424314,2559,58750,1.170039034,197.147651,Low grown,Unsatisfied,Unsatisfied,Low
2019,Aug,2019-08,Kiruwanaganga,369806,178,73370,1003558,409,520881,3709,76651,1.04471855,187.4107579,Low grown,Unsatisfied,Unsatisfied,Low
2019,Sep,2019-09,Dessford,105798,151,21205,282918,138,326897.6,768,24770,1.168120726,179.4927536,High Grown,Unsatisfied,Unsatisfied,Low
2019,Sep,2019-09,Somerset,182007,150,22671,256639,153,388032,1405,41838,1.845441313,273.4509804,High Grown,Satisfied,Satisfied,High
2019,Sep,2019-09,Great_Weston,190873,131,33293,413134,219,486933,1468,42013,1.261916919,191.8401826,High Grown,Satisfied,Unsatisfied,Moderate
2019,Sep,2019-09,Mattakkelle,179885,150,34028,724546,221,293752.3,1578,37989,1.116404138,171.8959276,High Grown,Unsatisfied,Unsatisfied,Low
2019,Sep,2019-09,Radella,31813,0,18444,357568,52,218418.8,732,8309,0.450498807,159.7884615,High Grown,Unsatisfied,Unsatisfied,Low
2019,Sep,2019-09,Bearwell,167822,109,28387,237193,293,755791.4,1315,37561,1.323176102,128.1945392,High Grown,Satisfied,Unsatisfied,Moderate
2019,Sep,2019-09,Holyrood,179233,133,36194,718020,271,684911,1633,37864,1.046140244,139.7195572,High Grown,Unsatisfied,Unsatisfied,Low
2019,Sep,2019-09,Wattegoda,164706,125,30180,568386,148,372870,1326,38368,1.2713055,259.2432432,High Grown,Satisfied,Satisfied,High
2019,Sep,2019-09,Moragalla,118006,72,25126,386156,163,322766.5,1399,22874,0.910371726,140.3312883,Low grown,Unsatisfied,Unsatisfied,Low
2019,Sep,2019-09,Deniyaya,223799,107,45531,612572,246,369427,2111,44759,0.983044519,181.9471545,Low grown,Unsatisfied,Unsatisfied,Low
2019,Sep,2019-09,Kiruwanaganga,279905,163,62120,1284057,341,443069,3147,56037,0.902076626,164.3313783,Low grown,Unsatisfied,Unsatisfied,Low
2019,Oct,2019-10,Dessford,101845,141,20085,393742,131,317532.8,818,21362,1.063579786,163.0687023,High Grown,Unsatisfied,Unsatisfied,Low
2019,Oct,2019-10,Somerset,157399,110,14519,519259,137,602450,1252,33149,2.283146222,241.9635036,High Grown,Satisfied,Satisfied,High
2019,Oct,2019-10,Great_Weston,146773,121,25404,429199,179,392658,1594,32449,1.277318533,181.2793296,High Grown,Satisfied,Unsatisfied,Moderate
2019,Oct,2019-10,Mattakkelle,192996,133,37402,561645,235,532935,1546,41292,1.104005133,175.7106383,High Grown,Unsatisfied,Unsatisfied,Low
2019,Oct,2019-10,Radella,64615,31,27813,215554,131,259398,839,16994,0.61100924,129.7251908,High Grown,Unsatisfied,Unsatisfied,Low
2019,Oct,2019-10,Bearwell,201946,122,30522,370645,325,558549.8,1400,44900,1.471070048,138.1538462,High Grown,Satisfied,Unsatisfied,Moderate
2019,Oct,2019-10,Holyrood,138967,140,26011,391967,208,535093,1174,29250,1.12452424,140.625,High Grown,Unsatisfied,Unsatisfied,Low
2019,Oct,2019-10,Wattegoda,132099,110,25437,391380,204,512201.1,1013,29318,1.152573024,143.7156863,High Grown,Unsatisfied,Unsatisfied,Low
